ANO;MES;DIA;HORA;TempAr
2009;1;1;0;26,5
2009;1;1;300;26
2009;1;1;600;25,5
2009;1;1;900;24,5
2009;1;1;1200;28
2009;1;1;1500;30
2009;1;1;1800;33,5
2009;1;1;2100;35
2009;1;2;0;26,5
2009;1;2;300;27
2009;1;2;600;25,5
2009;1;2;900;25
2009;1;2;1200;29,5
2009;1;2;1500;33,5
2009;1;2;1800;35
2009;1;2;2100;31,5
2009;1;3;0;26
2009;1;3;1500;30,5
2009;1;3;1800;27,5
2009;1;3;2100;22,5
2009;1;3;900;25
2009;1;3;600;25,5
2009;1;3;300;26,5
2009;1;3;1200;28
2009;1;4;2100;27,5
2009;1;4;1800;27
2009;1;4;1500;24,5
2009;1;4;0;22
2009;1;4;900;21,5
2009;1;4;600;22
2009;1;4;300;23
2009;1;4;1200;23,5
2009;1;4;2100;31,5
2009;1;5;1800;29,5
2009;1;5;1500;27
2009;1;5;0;23,5
2009;1;5;900;23,5
2009;1;5;600;22
2009;1;5;300;23,5
2009;1;5;1200;24,5
2009;1;5;2100;32,5
2009;1;6;1800;31,5
2009;1;6;1500;29,5
2009;1;6;0;22,5
2009;1;6;900;22,5
2009;1;6;600;20
2009;1;6;300;22
2009;1;6;1200;26,5
2009;1;6;2100;35,5
2009;1;7;1800;33
2009;1;7;1500;31
2009;1;7;0;23
2009;1;7;900;18,5
2009;1;7;600;22,5
2009;1;7;300;23,5
2009;1;7;1200;27,5
2009;1;7;2100;36
2009;1;7;1800;34
2009;1;8;1500;32,5
2009;1;8;0;25,5
2009;1;8;900;22
2009;1;8;600;23
2009;1;8;300;24,5
2009;1;8;1200;24,5
2009;1;8;2100;35,5
2009;1;8;1800;34,5
2009;1;9;1500;30,5
2009;1;9;0;24
2009;1;9;900;24
2009;1;9;600;25
2009;1;9;300;26,5
2009;1;9;1200;31
2009;1;9;2100;26
2009;1;9;1800;35,5
2009;1;9;1500;34
2009;1;10;0;26,5
2009;1;10;900;24
2009;1;10;600;25,5
2009;1;10;300;28
2009;1;10;1200;28
2009;1;10;2100;30,5
2009;1;10;1800;37
2009;1;10;1500;33,5
2009;1;11;0;26
2009;1;11;900;26
2009;1;11;600;24
2009;1;11;300;24,5
2009;1;11;1200;24,5
2009;1;11;2100;31
2009;1;11;1800;37,5
2009;1;11;1500;35,5
2009;1;12;0;32
2009;1;12;900;24
2009;1;12;600;24
2009;1;12;300;24,5
2009;1;12;1200;24
2009;1;12;2100;30,5
2009;1;12;1800;38
2009;1;12;1500;37,5
2009;1;12;0;34
2009;1;13;900;25
2009;1;13;600;27
2009;1;13;300;28
2009;1;13;1200;31
2009;1;13;2100;32
2009;1;13;1800;36
2009;1;13;1500;35
2009;1;13;0;35
2009;1;14;900;27
2009;1;14;600;24
2009;1;14;300;26,5
2009;1;14;1200;28
2009;1;14;2100;31
2009;1;14;1800;35
2009;1;14;1500;34,5
2009;1;14;0;0,5
2009;1;15;900;25,5
2009;1;15;600;27,5
2009;1;15;300;29,5
2009;1;15;1200;32
2009;1;15;2100;28,5
2009;1;15;1800;33,5
2009;1;15;1500;33,5
2009;1;15;0;30
2009;1;15;900;24
2009;1;16;600;24
2009;1;16;300;25
2009;1;16;1200;28
2009;1;16;2100;33,5
2009;1;16;1800;31
2009;1;16;1500;28
2009;1;16;0;28
2009;1;16;900;22,5
2009;1;17;600;22,5
2009;1;17;300;22,5
2009;1;17;1200;23
2009;1;17;2100;23
2009;1;17;1800;30
2009;1;17;1500;28
2009;1;17;0;23,5
2009;1;17;900;22,5
2009;1;17;600;22
2009;1;18;300;22,5
2009;1;18;1200;29
2009;1;18;2100;26
2009;1;18;1800;32
2009;1;18;1500;30
2009;1;18;0;23,5
2009;1;18;900;22,5
2009;1;18;600;22,5
2009;1;19;300;22,5
2009;1;19;1200;22,5
2009;1;19;2100;28,5
2009;1;19;1800;28,5
2009;1;19;1500;28,5
2009;1;19;0;22,5
2009;1;19;900;22
2009;1;19;600;22,5
2009;1;20;300;24
2009;1;20;1200;24
2009;1;20;2100;26,5
2009;1;20;1800;31,5
2009;1;20;1500;27
2009;1;20;0;21,5
2009;1;20;900;20,5
2009;1;20;600;21,5
2009;1;20;300;22,5
2009;1;21;1200;26,5
2009;1;21;2100;31,5
2009;1;21;1800;31,5
2009;1;21;1500;29,5
2009;1;21;0;29,5
2009;1;21;900;20
2009;1;21;600;20
2009;1;21;300;23
2009;1;22;1200;22,5
2009;1;22;2100;35
2009;1;22;1800;33
2009;1;22;1500;30,5
2009;1;22;0;24
2009;1;22;900;22
2009;1;22;600;24
2009;1;22;300;25
2009;1;22;1200;25
2009;1;23;2100;35,5
2009;1;23;1800;33,5
2009;1;23;1500;31
2009;1;23;0;24,5
2009;1;23;900;23,5
2009;1;23;600;24,5
2009;1;23;300;26,5
2009;1;23;1200;26,5
2009;1;24;2100;31
2009;1;24;1800;31
2009;1;24;1500;29,5
2009;1;24;0;25,5
2009;1;24;900;25,5
2009;1;24;600;25,5
2009;1;24;300;26,5
2009;1;24;1200;30
2009;1;25;2100;28
2009;1;25;1800;32
2009;1;25;1500;32
2009;1;25;0;25
2009;1;25;900;24,5
2009;1;25;600;25
2009;1;25;300;25,5
2009;1;25;1200;26,5
2009;1;25;2100;25,5
2009;1;26;1800;29,5
2009;1;26;1500;28
2009;1;26;0;24,5
2009;1;26;900;24
2009;1;26;600;24,5
2009;1;26;300;25
2009;1;26;1200;25,5
2009;1;26;2100;32
2009;1;27;1800;30
2009;1;27;1500;28,5
2009;1;27;0;23,5
2009;1;27;900;23
2009;1;27;600;23,5
2009;1;27;300;25
2009;1;27;1200;25
2009;1;27;2100;30
2009;1;28;1800;31,5
2009;1;28;1500;28,5
2009;1;28;0;24
2009;1;28;900;23,5
2009;1;28;600;24,5
2009;1;28;300;25,5
2009;1;28;1200;27
2009;1;28;2100;25,5
2009;1;28;1800;32,5
2009;1;29;1500;31
2009;1;29;0;24,5
2009;1;29;900;24
2009;1;29;600;24
2009;1;29;300;24,5
2009;1;29;1200;25
2009;1;29;2100;29,5
2009;1;29;1800;31
2009;1;30;1500;29
2009;1;30;0;24,5
2009;1;30;900;23,5
2009;1;30;600;25
2009;1;30;300;25,5
2009;1;30;1200;25,5
2009;2;30;2100;29,5
2009;2;30;1800;35
2009;2;30;1500;31,5
2009;2;31;0;26
2009;2;31;900;25
2009;2;31;600;25
2009;2;31;300;28
2009;2;31;1200;29,5
2009;2;31;2100;28,5
2009;2;31;1800;33,5
2009;2;31;1500;33,5
2009;2;32;0;24,5
2009;2;32;900;24
2009;2;32;600;24
2009;2;32;300;25
2009;2;32;1200;25,5
2009;2;32;2100;33
2009;2;32;1800;30
2009;2;32;1500;27,5
2009;2;33;0;27,5
2009;2;33;900;25
2009;2;33;600;24
2009;2;33;300;24
2009;2;33;1200;26
2009;2;33;2100;26,5
2009;2;33;1800;33,5
2009;2;33;1500;33,5
2009;2;33;0;24
2009;2;34;900;23,5
2009;2;34;600;23,5
2009;2;34;300;24,5
2009;2;34;1200;28,5
2009;2;34;2100;33
2009;2;34;1800;33,5
2009;2;34;1500;30
2009;2;34;0;24,5
2009;2;35;900;24
2009;2;35;600;24
2009;2;35;300;25
2009;2;35;1200;26,5
2009;2;35;2100;35
2009;2;35;1800;34,5
2009;2;35;1500;31
2009;2;35;0;26
2009;2;35;900;24,5
2009;2;36;600;24,5
2009;2;36;300;26,5
2009;2;36;1200;27,5
2009;2;36;2100;25,5
2009;2;36;1800;33,5
2009;2;36;1500;29
2009;2;36;0;22,5
2009;2;36;900;22
2009;2;37;600;24,5
2009;2;37;300;28
2009;2;37;1200;31
2009;2;37;2100;34,5
2009;2;37;1800;29
2009;2;37;1500;29
2009;2;37;0;23
2009;2;37;900;23
2009;2;38;600;24,5
2009;2;38;300;26,5
2009;2;38;1200;26,5
2009;2;38;2100;32
2009;2;38;1800;31
2009;2;38;1500;26,5
2009;2;38;0;23,5
2009;2;38;900;24
2009;2;38;600;24,5
2009;2;39;300;25
2009;2;39;1200;27
2009;2;39;2100;33
2009;2;39;1800;30,5
2009;2;39;1500;30,5
2009;2;39;0;26,5
2009;2;39;900;22,5
2009;2;39;600;22,5
2009;2;40;300;23
2009;2;40;1200;27,5
2009;2;40;2100;33,5
2009;2;40;1800;33
2009;2;40;1500;31,5
2009;2;40;0;26
2009;2;40;900;24
2009;2;40;600;24
2009;2;41;300;25
2009;2;41;1200;27,5
2009;2;41;2100;26
2009;2;41;1800;29,5
2009;2;41;1500;30
2009;2;41;0;24,5
2009;2;41;900;24,5
2009;2;41;600;24,5
2009;2;41;300;24,5
2009;2;42;1200;28,5
2009;2;42;2100;24,5
2009;2;42;1800;31,5
2009;2;42;1500;28,5
2009;2;42;0;24
2009;2;42;900;23,5
2009;2;42;600;23,5
2009;2;42;300;24,5
2009;2;43;1200;24
2009;2;43;2100;27,5
2009;2;43;1800;26,5
2009;2;43;1500;25,5
2009;2;43;0;23,5
2009;2;43;900;24
2009;2;43;600;24,5
2009;2;43;300;24
2009;2;43;1200;24,5
2009;2;44;2100;29
2009;2;44;1800;30
2009;2;44;1500;29
2009;2;44;0;24
2009;2;44;900;23
2009;2;44;600;24
2009;2;44;300;25
2009;2;44;1200;25,5
2009;2;45;2100;29
2009;2;45;1800;28
2009;2;45;1500;26
2009;2;45;0;23
2009;2;45;900;23
2009;2;45;600;24
2009;2;45;300;24
2009;2;45;1200;24,5
2009;2;46;2100;30,5
2009;2;46;1800;29
2009;2;46;1500;24,5
2009;2;46;0;23
2009;2;46;900;22,5
2009;2;46;600;22,5
2009;2;46;300;22
2009;2;46;1200;23
2009;2;46;2100;32,5
2009;2;47;1800;32,5
2009;2;47;1500;27
2009;2;47;0;23,5
2009;2;47;900;23,5
2009;2;47;600;23,5
2009;2;47;300;24
2009;2;47;1200;25
2009;2;47;2100;28
2009;2;48;1800;33,5
2009;2;48;1500;30,5
2009;2;48;0;23,5
2009;2;48;900;22,5
2009;2;48;600;22
2009;2;48;300;25
2009;2;48;1200;26
2009;2;48;2100;26,5
2009;2;49;1800;32,5
2009;2;49;1500;30
2009;2;49;0;24
2009;2;49;900;22
2009;2;49;600;23
2009;2;49;300;23
2009;2;49;1200;25
2009;2;49;2100;31
2009;2;49;1800;32
2009;2;50;1500;30
2009;2;50;0;23,5
2009;2;50;900;23,5
2009;2;50;600;22,5
2009;2;50;300;23,5
2009;2;50;1200;24,5
2009;2;50;2100;31,5
2009;2;50;1800;31,5
2009;2;51;1500;28
2009;2;51;0;24,5
2009;2;51;900;23
2009;2;51;600;24
2009;2;51;300;24,5
2009;2;51;1200;26
2009;2;51;2100;35
2009;2;51;1800;34
2009;2;51;1500;28,5
2009;2;52;0;25
2009;2;52;900;25
2009;2;52;600;25
2009;2;52;300;25,5
2009;2;52;1200;27
2009;2;52;2100;31,5
2009;2;52;1800;29
2009;2;52;1500;23
2009;2;53;0;21
2009;2;53;900;20,5
2009;2;53;600;25,5
2009;2;53;300;26
2009;2;53;1200;26
2009;2;53;2100;32,5
2009;2;53;1800;29
2009;2;53;1500;26
2009;2;54;0;22,5
2009;2;54;900;22
2009;2;54;600;21,5
2009;2;54;300;26
2009;2;54;1200;27,5
2009;2;54;2100;24
2009;2;54;1800;32,5
2009;2;54;1500;29,5
2009;2;54;0;25,5
2009;2;55;900;24
2009;2;55;600;24,5
2009;2;55;300;25
2009;2;55;1200;25
2009;2;55;2100;34
2009;2;55;1800;30,5
2009;2;55;1500;27,5
2009;2;55;0;22
2009;2;56;900;22
2009;2;56;600;23
2009;2;56;300;23,5
2009;2;56;1200;23,5
2009;2;56;2100;28
2009;2;56;1800;33,5
2009;2;56;1500;29,5
2009;2;56;0;23,5
2009;2;56;900;23
2009;2;57;600;24
2009;2;57;300;27,5
2009;2;57;1200;28
2009;3;57;2100;32
2009;3;57;1800;34,5
2009;3;57;1500;31,5
2009;3;57;0;24,5
2009;3;57;900;23
2009;3;58;600;23,5
2009;3;58;300;23
2009;3;58;1200;24
2009;3;58;2100;33
2009;3;58;1800;34,5
2009;3;58;1500;31,5
2009;3;58;0;25
2009;3;58;900;25
2009;3;59;600;25
2009;3;59;300;27
2009;3;59;1200;29,5
2009;3;59;2100;24
2009;3;59;1800;35,5
2009;3;59;1500;32
2009;3;59;0;26
2009;3;59;900;24,5
2009;3;59;600;26
2009;3;60;300;26
2009;3;60;1200;28
2009;3;60;2100;36
2009;3;60;1800;35,5
2009;3;60;1500;32
2009;3;60;0;26
2009;3;60;900;25
2009;3;60;600;25
2009;3;61;300;26
2009;3;61;1200;26
2009;3;61;2100;26,5
2009;3;61;1800;35
2009;3;61;1500;31,5
2009;3;61;0;27
2009;3;61;900;25,5
2009;3;61;600;25,5
2009;3;62;300;27,5
2009;3;62;1200;29,5
2009;3;62;2100;26,5
2009;3;62;1800;34,5
2009;3;62;1500;31,5
2009;3;62;0;25,5
2009;3;62;900;23
2009;3;62;600;23,5
2009;3;62;300;24
2009;3;63;1200;25
2009;3;63;2100;27,5
2009;3;63;1800;33
2009;3;63;1500;29,5
2009;3;63;0;24
2009;3;63;900;24
2009;3;63;600;24,5
2009;3;63;300;25,5
2009;3;64;1200;25,5
2009;3;64;2100;29,5
2009;3;64;1800;33,5
2009;3;64;1500;30,5
2009;3;64;0;24
2009;3;64;900;23,5
2009;3;64;600;23,5
2009;3;64;300;24
2009;3;64;1200;25,5
2009;3;65;2100;34
2009;3;65;1800;32
2009;3;65;1500;28,5
2009;3;65;0;24
2009;3;65;900;24,5
2009;3;65;600;24
2009;3;65;300;24
2009;3;65;1200;25
2009;3;66;2100;28,5
2009;3;66;1800;32
2009;3;66;1500;29
2009;3;66;0;23
2009;3;66;900;23,5
2009;3;66;600;23,5
2009;3;66;300;23
2009;3;66;1200;25
2009;3;67;2100;31,5
2009;3;67;1800;30,5
2009;3;67;1500;25
2009;3;67;0;22,5
2009;3;67;900;22
2009;3;67;600;23,5
2009;3;67;300;23,5
2009;3;67;1200;25
2009;3;67;2100;27,5
2009;3;68;1800;30,5
2009;3;68;1500;30
2009;3;68;0;24,5
2009;3;68;900;24
2009;3;68;600;24,5
2009;3;68;300;25
2009;3;68;1200;25
2009;3;68;2100;22
2009;3;69;1800;29,5
2009;3;69;1500;27,5
2009;3;69;0;23
2009;3;69;900;22,5
2009;3;69;600;23
2009;3;69;300;23
2009;3;69;1200;24,5
2009;3;69;2100;33
2009;3;69;1800;31,5
2009;3;70;1500;26,5
2009;3;70;0;22,5
2009;3;70;900;22
2009;3;70;600;22
2009;3;70;300;22
2009;3;70;1200;22
2009;3;70;2100;28,5
2009;3;70;1800;28,5
2009;3;71;1500;26
2009;3;71;0;23,5
2009;3;71;900;23,5
2009;3;71;600;23
2009;3;71;300;24,5
2009;3;71;1200;24,5
2009;3;71;2100;26
2009;3;71;1800;26
2009;3;72;1500;28,5
2009;3;72;0;22,5
2009;3;72;900;22
2009;3;72;600;23
2009;3;72;300;23
2009;3;72;1200;25,5
2009;3;72;2100;28
2009;3;72;1800;28
2009;3;72;1500;25,5
2009;3;73;0;23
2009;3;73;900;22,5
2009;3;73;600;22,5
2009;3;73;300;23
2009;3;73;1200;23
2009;3;73;2100;34
2009;3;73;1800;31,5
2009;3;73;1500;29,5
2009;3;74;0;23,5
2009;3;74;900;23
2009;3;74;600;23
2009;3;74;300;24
2009;3;74;1200;24,5
2009;3;74;2100;34
2009;3;74;1800;32
2009;3;74;1500;29,5
2009;3;75;0;23,5
2009;3;75;900;23
2009;3;75;600;24
2009;3;75;300;25
2009;3;75;1200;27
2009;3;75;2100;29,5
2009;3;75;1800;34
2009;3;75;1500;30
2009;3;75;0;25
2009;3;76;900;24,5
2009;3;76;600;25
2009;3;76;300;26
2009;3;76;1200;26,5
2009;3;76;2100;29,5
2009;3;76;1800;31,5
2009;3;76;1500;28,5
2009;3;76;0;24,5
2009;3;77;900;23,5
2009;3;77;600;24,5
2009;3;77;300;24
2009;3;77;1200;25
2009;3;77;2100;31
2009;3;77;1800;33,5
2009;3;77;1500;30,5
2009;3;77;0;23
2009;3;77;900;22,5
2009;3;78;600;23,5
2009;3;78;300;24,5
2009;3;78;1200;25
2009;3;78;2100;24
2009;3;78;1800;28,5
2009;3;78;1500;31
2009;3;78;0;23,5
2009;3;78;900;23
2009;3;79;600;24
2009;3;79;300;25
2009;3;79;1200;27
2009;3;79;2100;29
2009;3;79;1800;30,5
2009;3;79;1500;28,5
2009;3;79;0;24
2009;3;79;900;23,5
2009;3;80;600;24
2009;3;80;300;24
2009;3;80;1200;24,5
2009;3;80;2100;28
2009;3;80;1800;32
2009;3;80;1500;29
2009;3;80;0;23,5
2009;3;80;900;23,5
2009;3;80;600;24
2009;3;81;300;24,5
2009;3;81;1200;26,5
2009;3;81;2100;25
2009;3;81;1800;28,5
2009;3;81;1500;27,5
2009;3;81;0;23,5
2009;3;81;900;23
2009;3;81;600;23,5
2009;3;82;300;25
2009;3;82;1200;25
2009;3;82;2100;26,5
2009;3;82;1800;31,5
2009;3;82;1500;28,5
2009;3;82;0;22,5
2009;3;82;900;23,5
2009;3;82;600;24
2009;3;83;300;23,5
2009;3;83;1200;23,5
2009;3;83;2100;26
2009;3;83;1800;26
2009;3;83;1500;27,5
2009;3;83;0;23,5
2009;3;83;900;22,5
2009;3;83;600;22,5
2009;3;83;300;22,5
2009;3;84;1200;23,5
2009;3;84;2100;30
2009;3;84;1800;30,5
2009;3;84;1500;28
2009;3;84;0;23,5
2009;3;84;900;23
2009;3;84;600;23
2009;3;84;300;24
2009;3;85;1200;25
2009;3;85;2100;26
2009;3;85;1800;30,5
2009;3;85;1500;28,5
2009;3;85;0;24
2009;3;85;900;24
2009;3;85;600;24,5
2009;3;85;300;24,5
2009;3;85;1200;25,5
2009;3;86;2100;32
2009;3;86;1800;32
2009;3;86;1500;32
2009;3;86;0;22,5
2009;3;86;900;22
2009;3;86;600;22
2009;3;86;300;22,5
2009;3;86;1200;22,5
2009;4;87;2100;26,5
2009;4;87;1800;32
2009;4;87;1500;28,5
2009;4;87;0;25,5
2009;4;87;900;23,5
2009;4;87;600;24,5
2009;4;87;300;25
2009;4;87;1200;26
2009;4;88;2100;32
2009;4;88;1800;31,5
2009;4;88;1500;29,5
2009;4;88;0;23,5
2009;4;88;900;23,5
2009;4;88;600;24,5
2009;4;88;300;24,5
2009;4;88;1200;25,5
2009;4;88;2100;28
2009;4;89;1800;26
2009;4;89;1500;28
2009;4;89;0;23,5
2009;4;89;900;23
2009;4;89;600;23
2009;4;89;300;24
2009;4;89;1200;24,5
2009;4;89;2100;33
2009;4;90;1800;30,5
2009;4;90;1500;29
2009;4;90;0;23
2009;4;90;900;23,5
2009;4;90;600;24
2009;4;90;300;23,5
2009;4;90;1200;24,5
2009;4;90;2100;25,5
2009;4;90;1800;26,5
2009;4;91;1500;29
2009;4;91;0;24
2009;4;91;900;23,5
2009;4;91;600;24
2009;4;91;300;25,5
2009;4;91;1200;27
2009;4;91;2100;32,5
2009;4;91;1800;31,5
2009;4;92;1500;29
2009;4;92;0;22,5
2009;4;92;900;22,5
2009;4;92;600;23
2009;4;92;300;23
2009;4;92;1200;23,5
2009;4;92;2100;31,5
2009;4;92;1800;28,5
2009;4;93;1500;30
2009;4;93;0;24
2009;4;93;900;24
2009;4;93;600;24,5
2009;4;93;300;24,5
2009;4;93;1200;26
2009;4;93;2100;31
2009;4;93;1800;30
2009;4;93;1500;27,5
2009;4;94;0;23
2009;4;94;900;23
2009;4;94;600;23
2009;4;94;300;23,5
2009;4;94;1200;24
2009;4;94;2100;31
2009;4;94;1800;31
2009;4;94;1500;28,5
2009;4;95;0;23
2009;4;95;900;23
2009;4;95;600;24
2009;4;95;300;31
2009;4;95;1200;30
2009;4;95;2100;32
2009;4;95;1800;32,5
2009;4;95;1500;29,5
2009;4;96;0;22,5
2009;4;96;900;22
2009;4;96;600;22,5
2009;4;96;300;23,5
2009;4;96;1200;25,5
2009;4;96;2100;31
2009;4;96;1800;34,5
2009;4;96;1500;29,5
2009;4;96;0;23
2009;4;97;900;22,5
2009;4;97;600;24
2009;4;97;300;24
2009;4;97;1200;26
2009;4;97;2100;26,5
2009;4;97;1800;32,5
2009;4;97;1500;30,5
2009;4;97;0;23,5
2009;4;98;900;23,5
2009;4;98;600;24,5
2009;4;98;300;26
2009;4;98;1200;27,5
2009;4;98;2100;25
2009;4;98;1800;28
2009;4;98;1500;29,5
2009;4;98;0;23,5
2009;4;98;900;23
2009;4;99;600;24
2009;4;99;300;24,5
2009;4;99;1200;26
2009;4;99;2100;27,5
2009;4;99;1800;25
2009;4;99;1500;29,5
2009;4;99;0;23,5
2009;4;99;900;23
2009;4;100;600;23,5
2009;4;100;300;23,5
2009;4;100;1200;23,5
2009;4;100;2100;32
2009;4;100;1800;30
2009;4;100;1500;30
2009;4;100;0;21,5
2009;4;100;900;21
2009;4;101;600;21
2009;4;101;300;22,5
2009;4;101;1200;22
2009;4;101;2100;29
2009;4;101;1800;33,5
2009;4;101;1500;30,5
2009;4;101;0;23
2009;4;101;900;22,5
2009;4;101;600;23,5
2009;4;102;300;24,5
2009;4;102;1200;27,5
2009;4;102;2100;34
2009;4;102;1800;34
2009;4;102;1500;30,5
2009;4;102;0;22
2009;4;102;900;22
2009;4;102;600;22,5
2009;4;103;300;23
2009;4;103;1200;24
2009;4;103;2100;36
2009;4;103;1800;36
2009;4;103;1500;31
2009;4;103;0;23,5
2009;4;103;900;23,5
2009;4;103;600;23
2009;4;103;300;26,5
2009;4;104;1200;28,5
2009;4;104;2100;34,5
2009;4;104;1800;34,5
2009;4;104;1500;30,5
2009;4;104;0;22,5
2009;4;104;900;22,5
2009;4;104;600;24
2009;4;104;300;24,5
2009;4;105;1200;26
2009;4;105;2100;33,5
2009;4;105;1800;34
2009;4;105;1500;30
2009;4;105;0;23
2009;4;105;900;23
2009;4;105;600;23,5
2009;4;105;300;24,5
2009;4;106;1200;26
2009;4;106;2100;32
2009;4;106;1800;32
2009;4;106;1500;29
2009;4;106;0;24
2009;4;106;900;24
2009;4;106;600;24
2009;4;106;300;24,5
2009;4;106;1200;24,5
2009;4;107;2100;32
2009;4;107;1800;31,5
2009;4;107;1500;29,5
2009;4;107;0;22
2009;4;107;900;21,5
2009;4;107;600;22,5
2009;4;107;300;23
2009;4;107;1200;26,5
2009;4;108;2100;34
2009;4;108;1800;33
2009;4;108;1500;30
2009;4;108;0;21
2009;4;108;900;21,5
2009;4;108;600;21,5
2009;4;108;300;24,5
2009;4;108;1200;25
2009;4;109;2100;31
2009;4;109;1800;31
2009;4;109;1500;30
2009;4;109;0;22,5
2009;4;109;900;23
2009;4;109;600;23,5
2009;4;109;300;23,5
2009;4;109;1200;25
2009;4;109;2100;31,5
2009;4;110;1800;31,5
2009;4;110;1500;26
2009;4;110;0;23,5
2009;4;110;900;22,5
2009;4;110;600;22
2009;4;110;300;24
2009;4;110;1200;25,5
2009;4;110;2100;31,5
2009;4;111;1800;31,5
2009;4;111;1500;31,5
2009;4;111;0;28
2009;4;111;900;23
2009;4;111;600;22,5
2009;4;111;300;23
2009;4;111;1200;25
2009;4;111;2100;33,5
2009;4;111;1800;31
2009;4;112;1500;27,5
2009;4;112;0;22
2009;4;112;900;22,5
2009;4;112;600;23,5
2009;4;112;300;23,5
2009;4;112;1200;24,5
2009;4;112;0;21,5
2009;4;112;900;21
2009;4;113;600;23
2009;4;113;300;24
2009;4;113;1200;25,5
2009;4;113;2100;31,5
2009;4;113;1800;33,5
2009;4;113;2100;32,5
2009;4;113;1800;33
2009;4;113;1500;29
2009;4;114;0;19
2009;4;114;900;
2009;4;114;600;20,5
2009;4;114;300;20,5
2009;4;114;1200;25
2009;5;114;2100;32
2009;5;114;1800;32
